Country,Country Code,Series Name,Series Code,Year,FINI,CoHD_pov,CoHD,CoHD_headcount,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,id,goal3-achievementlevel,Code,Income_Group,Continent
Bangladesh,BGD,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,10.5,1.56,3.18,58.5,157.2,19.728,32.219,221.0,0.01,18.89,72.806,74.0,59.0,97.0,BGD,61.60421428571428,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,11.8,1.56,3.18,58.5,157.2,19.728,32.219,221.0,0.01,18.89,72.806,74.0,59.0,97.0,BGD,61.60421428571428,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,2.25762248,1.56,3.18,58.5,157.2,19.728,32.219,221.0,0.01,18.89,72.806,74.0,59.0,97.0,BGD,61.60421428571428,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,0.44679779,1.56,3.18,58.5,157.2,19.728,32.219,221.0,0.01,18.89,72.806,74.0,59.0,97.0,BGD,61.60421428571428,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,74.64625549,1.56,3.18,58.5,157.2,19.728,32.219,221.0,0.01,18.89,72.806,74.0,59.0,97.0,BGD,61.60421428571428,BGD,Lower-middle-income countries,East & South Asia
Bosnia and Herzegovina,BIH,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,10.0,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,1.9,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,8.93,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,6.13,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,29.73,1.38,4.34,5.6,5.39,4.505,6.303,27.0,,18.72,77.241,9.74,99.9,65.0,BIH,76.94353846153847,BIH,Upper-middle-income countries,E. Europe & C. Asia
Botswana,BWA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,54.0,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,23.7,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,26.4,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,6.12193203,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,4.37294102,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,19.00561905,0.99,3.1,61.3,117.9,21.221,42.643,253.0,2.77,27.03,65.464,50.22,99.8,97.0,BWA,52.95607142857142,BWA,Upper-middle-income countries,Sub-Saharan Africa
Brazil,BRA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,23.5,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,3.5,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,9.61449146,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,3.91701889,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,59.11333466,1.05,3.3,26.3,60.74,8.945,14.784,46.0,0.23,15.5,75.33800000000001,49.78,98.4,79.0,BRA,79.71807142857143,BRA,Upper-middle-income countries,LAC
Bulgaria,BGR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,13.2,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,2.4,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.7,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,7.09,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,4.19,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,40.84,1.16,3.67,7.8,6.73,3.223,6.716,21.0,0.03,24.16,75.062,39.29,92.3,95.0,BGR,79.40907142857142,BGR,Upper-middle-income countries,E. Europe & C. Asia
Burkina Faso,BFA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,47.9,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,15.4,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,14.6,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,5.31868935,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,2.22393513,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,42.38819504,2.02,2.73,58.8,283.3,25.993,87.274,47.0,0.12,23.93,60.039,100.6,95.8,88.0,BFA,46.21792857142857,BFA,Low-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,56.4,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,27.3,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,5.8,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,3.65157914,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,0.40687224,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,75.81052399,1.33,2.71,52.5,439.8,27.908,77.349,179.0,0.64,23.92,61.584,113.75,69.0,60.0,CMR,38.51092857142857,CMR,Lower-middle-income countries,Sub-Saharan Africa
Canada,CAN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,5.8,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Canada,CAN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,0.9,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Canada,CAN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,11.00887775,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Canada,CAN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,7.65233946,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Canada,CAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,30.48937988,0.28,3.19,2.7,11.16,3.432,5.138,5.9,0.05,9.620000000000001,82.363,6.21,98.10000000000001,90.0,CAN,94.86321428571428,CAN,High-income countries,OECD
Chile,CHL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,17.3,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Chile,CHL,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,3.6,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Chile,CHL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.6,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,9.36262131,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Chile,CHL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,4.7671833,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Chile,CHL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,49.08280945,0.33,3.67,46.0,14.6,4.661,7.148000000000001,18.0,0.24,10.04,80.32600000000001,18.9,99.8,95.0,CHL,88.1405,CHL,High-income countries,OECD
Costa Rica,CRI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,15.3,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Costa Rica,CRI,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,2.6,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Costa Rica,CRI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,3.1,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,7.22124958,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Costa Rica,CRI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,5.23799706,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Costa Rica,CRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,27.46307182,1.17,3.67,15.2,18.7,6.207,8.264,10.0,0.15,9.53,79.427,41.86,99.0,95.0,CRI,88.43507142857143,CRI,Upper-middle-income countries,OECD
Cote d'Ivoire,CIV,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,40.6,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Cote d'Ivoire,CIV,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,9.1,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Cote d'Ivoire,CIV,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,8.4,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,3.21496511,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Cote d'Ivoire,CIV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,0.97108036,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Cote d'Ivoire,CIV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,56.79614258,1.29,2.63,46.7,482.9,30.283,76.065,137.0,0.4,21.71,59.319,96.57000000000001,84.0,73.0,CIV,44.44714285714285,CIV,Lower-middle-income countries,Sub-Saharan Africa
Croatia,HRV,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,11.0,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Croatia,HRV,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,1.3,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Croatia,HRV,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,6.8,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Croatia,HRV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,5.55,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Croatia,HRV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,18.45,0.31,3.44,19.0,4.53,2.909,4.727,8.3,0.02,16.07,78.738,8.8,99.9,93.0,HRV,87.63778571428573,HRV,High-income countries,E. Europe & C. Asia
Czechia,CZE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,4.2,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Czechia,CZE,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,0.8,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Czechia,CZE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Czechia,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,7.60336018,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Czechia,CZE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,6.43771982,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Czechia,CZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,15.33059788,0.27,2.97,3.7,3.34,1.573,3.031,5.0,0.02,14.25,79.243,9.85,99.8,92.0,CZE,91.68578571428573,CZE,High-income countries,OECD
Denmark,DNK,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,5.0,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Denmark,DNK,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,1.1,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Denmark,DNK,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,10.15,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Denmark,DNK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,8.5,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Denmark,DNK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,16.29,0.21,2.34,1.0,4.52,2.541,3.787,5.2,0.02,10.77,81.434,2.02,96.2,96.0,DNK,95.4087142857143,DNK,High-income countries,OECD
Dominican Republic,DOM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,55.0,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Dominican Republic,DOM,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,23.2,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Dominican Republic,DOM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,6.3,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,4.23948717,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Dominican Republic,DOM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,2.59220481,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Dominican Republic,DOM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,37.68410492,1.12,3.54,21.8,102.9,23.882,34.417,42.0,0.41,19.13,73.577,78.985,99.2,96.0,DOM,68.57771428571431,DOM,Upper-middle-income countries,LAC
Ecuador,ECU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,32.7,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Ecuador,ECU,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,11.6,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Ecuador,ECU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,13.4,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,7.77070522,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Ecuador,ECU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,4.8712554,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Ecuador,ECU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,37.25939178,0.81,2.56,24.8,73.79,6.78,13.472,46.0,0.12,11.04,77.297,66.7,97.2,83.0,ECU,79.4375,ECU,Upper-middle-income countries,LAC
Estonia,EST,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2019,7.9,0.3,3.35,8.2,5.07,1.012,2.288,13.0,0.12,14.9,78.669,8.52,99.7,88.0,EST,89.38592857142858,EST,High-income countries,OECD
Estonia,EST,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2019,0.8,0.3,3.35,8.2,5.07,1.012,2.288,13.0,0.12,14.9,78.669,8.52,99.7,88.0,EST,89.38592857142858,EST,High-income countries,OECD
Estonia,EST,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2019,2.5,0.3,3.35,8.2,5.07,1.012,2.288,13.0,0.12,14.9,78.669,8.52,99.7,88.0,EST,89.38592857142858,EST,High-income countries,OECD
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2019,6.81699181,0.3,3.35,8.2,5.07,1.012,2.288,13.0,0.12,14.9,78.669,8.52,99.7,88.0,EST,89.38592857142858,EST,High-income countries,OECD
